YEAR,SAMPLE,SERIAL,CBSERIAL,HHWT,CLUSTER,STATEFIP,COUNTYFIP,STRATA,GQ,PERNUM,PERWT,SEX,AGE,MARST,RACE,RACED,HISPAN,HISPAND,EDUC,EDUCD,EMPSTAT,EMPSTATD,CLASSWKR,CLASSWKRD,OCC,INDNAICS,INCTOT,INCWAGE,POVERTY,SEI,MIGPLAC1,MIGCOUNTY1,MIGTYPE1,PWSTATE2,PWCOUNTY,TRANWORK,TRANTIME
2009,200901,1052072,267249,83,2009010520721,42,101,410942,1,1,83,1,30,6,6,610,0,0,11,115,1,10,2,23,3060,622,52200,52000,469,92,24,510,3,42,101,10,15
2009,200901,1052614,279895,91,2009010526141,42,101,410842,1,1,90,2,26,6,2,200,0,0,10,101,1,10,2,22,5860,611M1,1700,1700,15,44,6,59,2,42,101,10,5
2009,200901,1052836,285167,124,2009010528361,42,101,410342,1,3,392,2,27,6,1,100,0,0,6,63,1,10,2,23,620,5614,25000,25000,387,84,34,7,2,42,101,10,15
2009,200901,1054012,313926,83,2009010540121,42,101,410642,1,1,83,2,27,6,1,100,0,0,10,101,1,10,2,23,60,813M,53000,53000,473,82,36,61,3,42,91,10,15
2009,200901,1054943,336437,185,2009010549431,42,101,410942,1,5,137,2,23,6,1,100,0,0,10,101,1,10,1,13,4600,6244,13000,0,116,26,429,0,5,42,101,80,0
2009,200901,1055260,343375,74,2009010552601,42,101,410642,1,1,74,1,22,6,1,100,0,0,7,71,1,10,2,22,9620,337,4800,4800,42,8,24,3,2,42,101,50,15
2009,200901,1055986,360584,128,2009010559861,42,101,410542,1,1,129,1,41,6,1,100,2,200,0,2,1,10,2,22,6260,23,3100,3100,20,8,325,0,5,42,101,32,60
2009,200901,1056281,367504,62,2009010562811,42,101,411142,1,1,63,1,27,1,1,100,0,0,11,116,1,10,2,23,2200,611M1,35000,35000,501,84,36,47,3,36,61,36,75
2009,200901,1056281,367504,62,2009010562811,42,101,411142,1,2,48,2,28,1,1,100,0,0,11,114,1,10,2,23,420,81393,49500,47000,501,68,36,47,3,36,61,36,50
2009,200901,1056419,370754,147,2009010564191,42,101,410942,1,1,146,1,30,4,1,100,0,0,11,116,1,10,2,22,430,5416,55300,55000,496,68,24,5,4,42,101,36,15
2009,200901,1056622,375160,106,2009010566221,42,101,410942,1,1,107,2,30,1,6,610,0,0,11,115,1,10,2,22,3060,622,50000,50000,501,92,36,61,3,42,101,60,5
2009,200901,1056622,375160,106,2009010566221,42,101,410942,1,2,83,1,30,1,6,610,0,0,11,114,1,10,2,22,800,5412,200000,200000,501,78,36,61,3,42,101,60,20
2009,200901,1057158,387833,43,2009010571581,42,101,410942,1,1,43,1,24,6,1,100,0,0,8,81,1,10,2,22,4000,722Z,42000,42000,375,15,8,41,2,42,101,60,15
2009,200901,1057635,399540,145,2009010576351,42,101,411142,1,1,146,2,19,6,1,100,0,0,7,71,1,10,2,22,5400,611M1,5000,5000,44,44,36,27,2,42,101,50,3
2009,200901,1057635,399540,145,2009010576351,42,101,411142,1,2,359,2,19,6,1,100,0,0,7,71,1,10,2,22,2200,611M1,5000,5000,45,84,26,163,2,42,101,50,3
2009,200901,1058837,428083,41,2009010588371,42,101,410642,1,1,41,2,22,6,1,100,0,0,10,101,1,10,2,22,3400,622,14600,14600,131,48,34,25,4,34,23,10,25
2009,200901,1059352,440749,99,2009010593521,42,101,410942,1,5,78,2,24,6,1,100,0,0,10,101,1,10,2,22,4110,722Z,40000,40000,501,16,6,59,2,42,101,60,20
2009,200901,1060283,462997,121,2009010602831,42,101,410642,1,1,120,1,26,6,1,100,0,0,10,101,1,10,1,13,2630,5414,14000,0,125,73,49,0,1,42,101,10,15
2009,200901,1060466,467250,102,2009010604661,42,101,410942,1,1,102,1,31,1,1,100,0,0,11,116,1,10,2,23,3060,622,25000,25000,501,92,55,25,2,42,101,10,12
2009,200901,1060466,467250,102,2009010604661,42,101,410942,1,2,139,2,31,1,1,100,0,0,11,115,1,10,2,23,3060,622,85000,85000,501,92,55,25,2,42,101,60,20
2009,200901,1060937,477897,133,2009010609371,42,101,410442,1,2,114,2,27,6,2,200,0,0,11,114,1,10,2,23,2000,6214,41000,41000,366,65,34,7,2,42,101,10,45
2009,200901,1061612,493230,111,2009010616121,42,101,410842,4,1,111,2,18,6,1,100,0,0,6,63,1,10,2,22,5240,722Z,4000,4000,0,44,24,0,9,24,0,10,10
2009,200901,1061817,498433,77,2009010618171,42,101,410942,1,1,77,1,47,1,1,100,0,0,11,115,1,10,2,22,2100,515,190000,175000,501,93,37,179,4,10,3,10,20
2009,200901,1061817,498433,77,2009010618171,42,101,410942,1,2,90,2,43,1,1,100,0,0,11,115,1,10,2,22,2100,5171,180000,175000,501,93,37,179,4,42,29,10,45
2009,200901,1062054,503292,320,2009010620541,42,101,410942,1,1,320,1,30,6,1,100,0,0,11,116,1,10,2,22,430,5415,150200,150000,501,68,34,5,4,34,5,10,25
2009,200901,1063643,539223,89,2009010636431,42,101,410642,1,1,88,1,40,1,1,100,0,0,11,114,1,10,2,22,50,4238,150000,150000,501,72,6,75,3,34,5,10,45
2009,200901,1063643,539223,89,2009010636431,42,101,410642,1,2,107,2,39,1,1,100,0,0,11,116,1,10,2,23,2200,611M1,56000,56000,501,84,6,75,3,42,29,10,20
2009,200901,1063723,541342,198,2009010637231,42,101,410942,1,1,198,2,31,6,1,100,0,0,11,114,1,10,2,23,5840,524,25000,25000,224,44,11,1,3,42,101,80,0
2009,200901,1064563,561392,123,2009010645631,42,101,410942,1,1,122,2,31,6,1,100,0,0,10,101,1,10,2,22,800,5412,111000,111000,501,78,34,7,2,42,101,60,10
2009,200901,1065364,579975,69,2009010653641,42,101,410942,1,1,69,2,20,6,2,200,0,0,7,71,1,10,2,22,2200,611M1,1200,1200,10,84,11,1,3,42,101,60,45
2009,200901,1065364,579975,69,2009010653641,42,101,410942,1,3,159,2,21,6,2,200,0,0,7,71,1,10,2,22,5860,611M1,720,720,6,44,24,510,3,42,101,60,45
2009,200901,1066187,599027,178,2009010661871,42,101,410542,1,7,307,1,27,6,1,100,4,413,6,63,1,10,2,22,9620,3328,1400,1400,140,8,215,0,5,42,91,70,60
2009,200901,1066395,603773,90,2009010663951,42,101,410642,1,1,90,1,28,1,1,100,0,0,7,71,1,10,2,23,2320,6111,11000,11000,184,72,39,113,2,42,91,10,30
2009,200901,1066999,617836,168,2009010669991,42,101,410942,1,2,155,2,39,4,1,100,0,0,7,71,1,10,2,22,10,4243,393000,393000,501,68,36,61,3,36,61,37,90
2009,200901,1067700,633189,52,2009010677001,42,101,411142,2,8,125,2,21,6,1,100,0,0,10,101,1,10,2,22,5700,611M1,4000,4000,36,61,36,47,3,42,101,60,20
2009,200901,1067783,635335,122,2009010677831,42,101,410942,1,1,121,2,27,6,1,100,0,0,11,115,1,10,2,22,3250,54194,25000,25000,223,78,44,3,2,42,101,10,15
2009,200901,1067823,636719,106,2009010678231,42,101,411042,1,1,106,2,48,4,1,100,0,0,7,71,1,10,2,23,5700,622,57000,52000,384,61,421,0,5,42,101,60,15
2009,200901,1067982,640449,51,2009010679821,42,101,410942,1,1,51,1,23,1,1,100,0,0,10,101,1,10,2,22,4720,713Z,30000,30000,459,44,51,0,2,42,101,60,30
2009,200901,1067982,640449,51,2009010679821,42,101,410942,1,2,45,2,24,1,1,100,0,0,10,101,1,10,2,22,1810,5416,36000,36000,459,81,51,0,2,42,101,80,0
2009,200901,1069063,664183,65,2009010690631,42,101,410642,1,5,88,2,21,6,1,100,0,0,7,71,1,10,2,22,4600,814,7100,7100,64,26,315,0,5,42,101,80,0
2009,200901,1069167,666885,113,2009010691671,42,101,411142,4,1,113,1,23,2,2,200,0,0,10,101,1,10,2,23,5930,611M1,2000,2000,0,44,13,0,1,42,101,60,5
2009,200901,1069733,680503,122,2009010697331,42,101,410542,4,1,122,1,48,4,1,100,0,0,10,101,1,10,2,22,620,3116,25000,25000,223,84,10,3,2,42,101,80,0
2009,200901,1069999,686321,176,2009010699991,42,101,410342,1,2,134,1,41,1,1,100,0,0,6,63,1,10,2,22,6440,23,40000,40000,341,34,34,5,4,34,5,10,30
2009,200901,1070054,687920,91,2009010700541,42,101,411142,1,1,91,2,23,6,2,200,0,0,10,101,1,10,2,22,2200,611M1,8000,8000,71,84,39,93,2,42,101,36,35
2009,200901,1070594,700721,83,2009010705941,42,101,411042,1,2,172,2,39,4,1,100,0,0,6,63,1,10,2,22,5260,622,200000,200000,501,44,503,0,5,42,101,32,20
2009,200901,1070594,700721,83,2009010705941,42,101,411042,1,3,109,2,20,6,1,100,0,0,7,71,1,10,2,22,4720,4451,9000,9000,501,44,551,0,5,42,101,32,10
2009,200901,1073515,767743,54,2009010735151,42,101,410942,1,1,54,2,29,6,1,100,0,0,11,115,1,10,2,22,2100,5411,140000,140000,501,93,8,0,9,42,101,60,12
2009,200901,1073515,767743,54,2009010735151,42,101,410942,1,2,46,1,29,6,1,100,0,0,10,101,1,10,2,22,4020,722Z,15000,15000,134,15,8,0,9,42,101,60,12
2009,200901,1073669,771214,127,2009010736691,42,101,410942,1,2,103,2,27,1,4,400,0,0,11,114,1,10,2,22,5120,5121,15900,15400,239,51,36,47,3,42,101,60,20
2009,200901,1073757,773135,123,2009010737571,42,101,410242,1,1,123,2,34,2,6,610,0,0,10,101,1,10,2,22,3130,621M,65000,65000,441,46,51,760,3,42,29,10,15
2009,200901,1074931,800034,112,2009010749311,42,101,410942,1,2,132,2,21,6,1,100,0,0,7,71,1,10,2,22,4850,3152,6000,6000,54,47,4,13,2,42,101,50,5
2009,200901,1075473,812417,79,2009010754731,42,101,410142,1,1,79,1,42,1,2,200,0,0,6,63,1,10,2,22,9620,4244,14000,14000,64,8,36,47,3,42,101,10,10
2009,200901,1076664,840164,119,2009010766641,42,101,410942,1,1,120,2,26,6,4,400,0,0,11,114,1,10,2,22,2310,6111,220000,220000,501,72,36,61,3,42,101,36,20
2009,200901,1077355,857052,156,2009010773551,42,101,410942,1,1,156,2,30,6,1,100,0,0,11,115,1,10,2,22,3060,622,58000,58000,501,92,36,61,3,42,101,10,15
2009,200901,1077355,857052,156,2009010773551,42,101,410942,1,2,157,2,31,6,1,100,0,0,11,114,1,10,2,22,1650,622,52000,52000,464,80,36,47,3,36,5,10,120
2009,200901,1077492,860698,81,2009010774921,42,101,411142,1,2,70,2,29,1,1,100,0,0,11,116,1,10,2,23,1650,5417,40100,40000,501,80,25,0,3,42,101,60,10
2009,200901,1077623,863738,162,2009010776231,42,101,411042,1,1,162,1,26,6,1,100,0,0,6,63,1,10,2,22,430,481,71000,71000,501,68,55,0,2,42,101,10,10
2009,200901,1077623,863738,162,2009010776231,42,101,411042,1,2,106,1,21,6,2,200,0,0,6,64,1,14,2,25,3640,928110P1,15000,15000,133,18,24,31,4,42,101,10,20
2009,200901,1077714,865824,240,2009010777141,42,101,411142,1,1,240,1,30,6,1,100,0,0,10,101,1,10,2,23,2600,611M1,47020,44000,419,67,18,0,2,42,101,32,20
2009,200901,1079237,903036,251,2009010792371,42,101,411142,4,1,251,1,21,6,1,100,4,420,6,63,1,10,2,22,2340,611M1,5600,5600,0,52,47,37,2,42,101,80,0
2009,200901,1079490,908848,230,2009010794901,42,101,410642,1,1,231,2,29,6,1,100,0,0,11,114,1,10,2,22,5240,5418,60000,60000,501,44,6,37,2,42,91,10,20
2009,200901,1079565,910666,164,2009010795651,42,101,410942,1,1,165,1,30,1,9,901,0,0,11,114,1,10,2,23,3130,622,72200,72000,501,46,36,47,3,42,101,50,10
2009,200901,1080443,931349,127,2009010804431,42,101,410242,1,4,105,1,22,6,1,100,0,0,6,63,1,10,2,22,6260,23,43200,39000,401,8,37,133,2,42,101,10,25
2009,200901,1080796,940061,123,2009010807961,42,101,410942,4,1,123,2,21,6,1,100,0,0,8,81,1,10,2,27,5860,611M1,19000,19000,0,44,34,7,2,42,101,60,5
2009,200901,1081028,945105,49,2009010810281,42,101,410942,1,2,44,2,22,6,1,100,0,0,10,101,1,10,2,22,430,531,6000,6000,53,68,22,71,3,42,101,60,12
2009,200901,1081390,953014,92,2009010813901,42,101,411042,1,2,105,1,22,6,1,100,0,0,7,71,1,10,2,22,3920,52M1,38000,38000,501,18,26,0,1,42,101,10,5
2009,200901,1081390,953014,92,2009010813901,42,101,411042,1,4,123,2,21,6,1,100,0,0,6,65,1,10,2,22,120,5221M,16800,16800,150,68,26,0,1,42,101,10,2
2009,200901,1081827,963012,146,2009010818271,42,101,410942,1,2,339,2,28,6,1,100,0,0,11,114,1,10,2,25,1650,5417,25000,25000,224,80,453,0,5,42,101,50,30
2009,200901,1082318,975328,114,2009010823181,42,101,411142,4,1,114,2,19,6,1,100,0,0,6,65,1,10,2,23,4430,713Z,2100,2100,0,19,4,13,2,42,101,60,5
2009,200901,1082658,983205,46,2009010826581,42,101,410942,1,1,46,2,22,6,1,100,0,0,10,101,1,10,2,22,2830,611M1,1050,1000,9,82,36,103,4,42,101,32,20
2009,200901,1082819,987015,92,2009010828191,42,101,410942,1,1,92,2,28,6,6,620,0,0,11,114,1,10,2,22,800,531,17100,17100,152,78,502,0,5,42,101,32,15
2009,200901,1083255,997323,78,2009010832551,42,101,410142,1,1,78,1,55,1,6,671,0,0,11,115,1,10,2,22,3060,622,40000,40000,384,92,36,0,1,42,101,10,40
2009,200901,1083255,997323,78,2009010832551,42,101,410142,1,3,129,2,27,6,6,671,0,0,10,101,1,10,2,22,5700,6211,23000,23000,384,61,36,0,1,42,91,10,25
2009,200901,1083391,1000602,184,2009010833911,42,101,410942,1,1,184,2,30,6,1,100,4,450,11,115,1,10,2,22,2100,5411,165000,165000,501,93,17,31,2,42,101,32,25
2009,200901,1083625,1005926,80,2009010836251,42,101,410742,1,1,80,1,26,6,1,100,0,0,10,101,1,10,2,22,1360,23,80550,80000,501,84,34,0,4,34,0,10,25
2009,200901,1083871,1011075,116,2009010838711,42,101,410942,1,1,115,2,26,1,1,100,0,0,11,114,1,10,2,28,2000,6111,54000,54000,501,65,34,7,2,34,7,10,30
2009,200901,1084544,1026639,85,2009010845441,42,101,410842,4,1,85,2,19,6,1,100,0,0,7,71,1,10,2,23,4540,611M1,2100,2100,0,26,24,27,4,42,101,60,5
2009,200901,1085116,1039369,90,2009010851161,42,101,411142,1,2,220,1,21,6,1,100,0,0,7,71,1,10,2,22,2340,611M1,3000,3000,27,52,34,5,4,42,101,60,10
2009,200901,1085928,1057790,130,2009010859281,42,101,410342,1,3,354,2,31,6,1,100,0,0,10,101,1,10,2,22,3150,623M,48000,48000,485,58,10,1,2,42,101,10,30
2009,200901,1086202,1063502,47,2009010862021,42,101,411142,1,1,47,2,23,6,1,100,0,0,10,101,1,10,2,22,4760,45121,42000,42000,376,47,51,0,1,42,101,60,15
2009,200901,1086320,1066360,49,2009010863201,42,101,410742,1,1,49,2,24,6,2,200,0,0,10,101,1,10,2,22,2840,3254,50000,50000,448,31,621,0,5,42,101,10,30
2009,200901,1086472,1069999,76,2009010864721,42,101,410942,1,1,76,2,27,2,1,100,0,0,11,114,1,10,2,28,2310,6111,49500,49500,442,72,34,25,4,34,7,10,15
2009,200901,1086845,1079254,71,2009010868451,42,101,410942,1,1,71,1,49,6,1,100,0,0,10,101,1,10,1,13,1000,5415,331000,0,501,65,36,61,3,42,101,80,0
2009,200901,1088966,1129778,130,2009010889661,42,101,410442,1,1,129,1,25,1,1,100,0,0,10,101,1,10,2,23,5930,611M1,10100,10100,188,44,23,0,9,42,91,10,10
2009,200901,1088966,1129778,130,2009010889661,42,101,410442,1,2,150,2,27,1,1,100,0,0,10,101,1,10,2,23,5930,611M1,17000,12300,188,44,23,0,4,42,91,10,10
2009,200901,1089613,1144727,184,2009010896131,42,101,410442,1,2,104,1,61,1,2,200,0,0,6,63,1,10,2,22,9130,5321,6700,6700,89,15,23,0,1,42,101,32,60
2009,200901,1090491,1165947,547,2009010904911,42,101,410942,1,1,546,2,43,4,1,100,0,0,6,63,1,10,2,22,4700,4451,20000,20000,178,68,50,0,9,42,101,50,5
2009,200901,1091324,1185516,83,2009010913241,42,101,411042,1,1,83,1,69,1,1,100,0,0,11,115,1,10,2,28,2310,6111,151000,60000,501,72,12,95,2,42,101,10,5
2009,200901,1091752,1195073,156,2009010917521,42,101,410642,1,1,156,2,38,6,1,100,0,0,11,115,1,10,2,23,2200,611M1,55000,53000,491,84,36,0,2,42,91,10,25
2009,200901,1092358,1208583,132,2009010923581,42,101,410242,1,2,114,2,36,1,2,200,0,0,10,101,1,10,2,28,820,9211MP,62000,62000,468,68,290,0,5,42,101,10,30
2009,200901,1093221,1229688,318,2009010932211,42,101,410342,1,1,317,1,20,6,2,200,0,0,6,65,1,10,2,22,7950,4244,34000,34000,305,18,45,0,1,42,101,80,0
2009,200901,1093406,1234272,127,2009010934061,42,101,410942,1,1,127,2,28,1,1,100,0,0,10,101,1,10,2,23,2020,81393,62000,60000,501,64,11,1,3,42,101,32,20
2009,200901,1093406,1234272,127,2009010934061,42,101,410942,1,2,110,1,28,1,1,100,0,0,11,115,1,10,2,22,3060,622,43200,43200,501,92,11,1,3,42,101,60,5
2009,200901,1093554,1237657,130,2009010935541,42,101,410942,1,1,130,2,46,4,1,100,0,0,11,114,1,10,2,23,230,611M1,227000,75000,501,72,48,0,2,42,101,36,30
2009,200901,1094199,1253170,103,2009010941991,42,101,410942,1,1,103,1,28,6,4,400,0,0,11,114,1,10,2,22,840,52M2,94500,100000,501,68,25,25,3,42,101,32,15
2009,200901,1094240,1253882,200,2009010942401,42,101,410942,1,1,199,1,28,6,1,100,0,0,10,101,1,10,2,22,2710,515,82000,82000,501,68,11,1,3,11,1,38,20
2009,200901,1094422,1257538,124,2009010944221,42,101,410242,1,2,125,1,54,1,1,100,0,0,8,81,1,10,2,22,9620,332M,1700,1700,23,8,459,0,5,42,101,10,30
2009,200901,1094934,1268623,76,2009010949341,42,101,410942,1,1,76,1,26,6,1,100,0,0,10,101,1,10,2,22,850,52M2,122160,122000,501,73,34,37,4,42,101,36,25
2009,200901,1095403,1279802,81,2009010954031,42,101,410442,1,4,249,2,27,6,7,700,4,414,10,101,1,10,2,23,4020,722Z,6000,6000,54,15,219,0,5,42,101,10,8
2009,200901,1096113,1295628,119,2009010961131,42,101,410742,4,1,119,2,18,6,2,200,0,0,6,63,1,10,2,22,5240,4481,9400,9400,0,44,37,81,2,42,133,60,5
2009,200901,1096688,1308952,70,2009010966881,42,101,410842,4,1,70,1,18,6,1,100,0,0,7,71,1,10,2,23,2540,611M1,2700,2700,0,65,34,39,4,42,101,60,5
2009,200901,1097848,1336612,256,2009010978481,42,101,411142,4,1,256,2,18,6,1,100,0,0,6,63,1,10,2,22,4720,45322,3000,3000,0,44,34,0,4,42,101,80,0
2009,200901,1098657,1355695,103,2009010986571,42,101,410842,1,1,104,1,26,6,6,610,0,0,10,101,1,10,2,22,1020,3118Z,29800,29800,266,65,34,1,2,42,101,10,33
2009,200901,1099655,1377071,113,2009010996551,42,101,410342,1,1,113,1,50,4,1,100,0,0,6,63,1,10,2,22,9120,485M,52000,52000,501,24,36,0,1,42,101,10,15
2009,200901,1099696,1378117,474,2009010996961,42,101,411042,1,1,475,1,26,6,1,100,0,0,10,101,1,10,2,22,4110,722Z,16000,16000,143,16,551,0,5,42,101,50,20
2009,200901,1099829,1381205,102,2009010998291,42,101,410942,1,1,102,1,37,1,1,100,0,0,11,116,1,10,2,22,2200,611M1,62200,62000,358,84,421,0,5,42,101,60,25
2009,200901,1099989,1385387,125,2009010999891,42,101,410942,4,1,125,2,18,6,8,826,1,100,6,63,1,10,2,22,5400,812112,5000,5000,0,44,34,23,4,42,101,60,8
2010,201001,1050954,8234,131,2010010509541,42,101,410142,1,1,132,1,22,6,1,100,0,0,7,71,1,10,2,28,630,92MP,35500,35500,314,84,34,7,2,42,101,10,5
2010,201001,1051986,34135,121,2010010519861,42,101,410242,1,1,122,1,32,2,1,100,0,0,6,65,1,10,2,22,7020,5171,45000,45000,249,49,36,0,1,42,29,10,25
2010,201001,1051995,34265,126,2010010519951,42,101,410642,1,1,126,2,24,6,1,100,0,0,10,101,1,10,2,27,2200,611M1,35000,35000,309,84,8,0,9,42,101,10,30
2010,201001,1052628,50102,86,2010010526281,42,101,410642,1,2,248,2,23,6,1,100,4,424,10,101,1,10,2,22,4110,722Z,6000,6000,53,16,10,3,2,10,3,10,50
2010,201001,1054347,93068,124,2010010543471,42,101,410942,1,1,124,2,27,6,1,100,0,0,11,115,1,10,2,22,3060,622,43000,43000,385,92,29,510,3,42,101,32,20
2010,201001,1054583,98005,108,2010010545831,42,101,410642,1,1,108,2,30,1,2,200,0,0,11,116,1,10,2,23,2200,611M1,60800,55000,256,84,11,1,3,42,101,37,65
2010,201001,1055074,109432,397,2010010550741,42,101,411042,1,1,397,2,32,1,1,100,0,0,10,101,1,10,2,22,5700,5613,38500,25000,319,61,26,125,2,42,101,10,20
2010,201001,1055074,109432,397,2010010550741,42,101,411042,1,2,434,1,30,1,7,700,2,200,6,63,1,10,2,22,3930,7211,32000,25000,319,8,26,125,2,42,101,10,20
2010,201001,1055221,112884,194,2010010552211,42,101,411142,1,1,195,2,28,6,1,100,4,498,10,101,1,10,2,23,2330,6111,12080,12000,107,52,8,0,1,42,101,50,4
2010,201001,1055768,125410,171,2010010557681,42,101,410942,1,1,171,1,40,6,7,700,0,0,10,101,1,10,2,22,4830,5615,50000,50000,447,60,6,37,2,42,101,10,30
2010,201001,1055823,126882,57,2010010558231,42,101,410742,1,2,87,2,19,6,1,100,0,0,7,71,1,10,2,22,5700,531,3000,3000,27,61,34,9,4,42,101,37,15
2010,201001,1056039,131349,125,2010010560391,42,101,410842,1,3,145,1,22,6,1,100,0,0,10,101,1,10,2,23,2550,611M1,6000,6000,501,52,39,93,2,42,101,50,5
2010,201001,1056119,133047,125,2010010561191,42,101,410842,1,1,125,2,46,6,2,200,0,0,6,65,1,10,2,23,2016,5615,30000,30000,267,64,620,0,5,42,101,32,60
2010,201001,1056168,134176,105,2010010561681,42,101,410942,1,1,104,2,26,6,1,100,0,0,11,114,1,10,2,23,1650,6214,45500,45500,406,80,36,47,3,42,101,36,25
2010,201001,1056168,134176,105,2010010561681,42,101,410942,1,2,117,1,27,6,2,200,0,0,10,101,1,10,2,22,7800,3118Z,27000,27000,241,22,36,47,3,42,101,50,10
2010,201001,1057376,163725,121,2010010573761,42,101,410642,1,2,72,2,25,1,1,100,0,0,10,101,1,10,2,22,4840,5122,9400,9400,70,47,435,0,5,42,91,10,40
2010,201001,1057794,173808,164,2010010577941,42,101,410942,1,1,164,2,30,1,1,100,0,0,11,114,1,10,2,22,710,5416,75000,75000,501,86,6,73,2,42,101,32,30
2010,201001,1057794,173808,164,2010010577941,42,101,410942,1,2,153,1,30,1,1,100,0,0,10,101,1,10,2,22,430,5416,130000,130000,501,68,6,73,2,48,0,10,30
2010,201001,1058437,187757,92,2010010584371,42,101,410942,1,3,122,2,19,6,1,100,0,0,6,63,1,10,2,22,5860,23,24000,24000,214,44,34,0,4,34,23,10,37
2010,201001,1059271,207718,213,2010010592711,42,101,410442,1,1,213,1,46,4,2,200,0,0,6,63,1,10,2,28,9120,485M,30000,30000,265,24,34,17,2,42,101,36,45
2010,201001,1059794,219564,112,2010010597941,42,101,410742,1,1,112,1,29,6,1,100,0,0,11,115,1,10,2,23,2040,622,9600,5600,84,52,9,9,3,42,101,10,25
2010,201001,1060281,231264,110,2010010602811,42,101,410942,1,1,110,1,26,6,1,100,0,0,11,115,1,10,2,22,2100,5411,40080,40000,357,93,51,0,4,42,101,32,20
2010,201001,1061634,263705,92,2010010616341,42,101,410942,1,2,208,2,25,6,1,100,0,0,10,101,1,10,2,22,4760,4481,26000,26000,379,47,39,35,2,42,101,60,15
2010,201001,1061789,267807,57,2010010617891,42,101,410742,2,3,91,1,22,6,1,100,0,0,11,115,1,10,2,22,1006,5414,10000,10000,89,65,8,0,9,42,17,10,25
2010,201001,1062340,281108,183,2010010623401,42,101,410642,1,1,182,2,24,6,2,200,0,0,10,101,1,10,2,23,2010,813M,30000,30000,265,64,34,0,4,42,101,10,15
2010,201001,1064107,321520,116,2010010641071,42,101,411042,1,2,98,2,28,1,6,672,0,0,10,101,1,10,2,22,3645,6211,12000,12000,288,38,519,0,5,42,101,10,20
2010,201001,1064196,323787,175,2010010641961,42,101,411142,1,1,175,1,31,1,1,100,0,0,6,63,1,10,2,23,6355,611M1,40000,40000,284,44,6,71,2,42,91,10,20
2010,201001,1064196,323787,175,2010010641961,42,101,411142,1,2,191,2,27,1,1,100,1,100,10,101,1,10,2,22,5300,7211,9600,9600,284,44,6,71,2,42,101,32,20
2010,201001,1064252,325214,120,2010010642521,42,101,410942,1,1,120,2,25,6,1,100,0,0,10,101,1,10,2,22,3255,622,60000,60000,501,46,34,7,2,42,101,38,15
2010,201001,1064708,336227,138,2010010647081,42,101,410842,4,1,138,2,18,6,8,801,0,0,6,65,1,10,2,22,4110,722Z,240,240,0,16,50,0,9,42,101,60,5
2010,201001,1064837,339133,335,2010010648371,42,101,410542,1,1,335,1,26,6,1,100,0,0,10,101,1,10,1,13,2340,611M3,30000,0,265,52,34,21,2,42,101,10,15
2010,201001,1064837,339133,335,2010010648371,42,101,410542,1,2,428,1,26,6,6,610,0,0,6,63,1,10,2,25,1965,92M1,55000,55000,489,53,34,21,2,34,21,10,30
2010,201001,1065563,354642,245,2010010655631,42,101,410642,1,1,244,1,25,6,1,100,0,0,10,101,1,14,2,25,9310,928110P5,40000,40000,358,18,41,0,9,34,5,10,151
2010,201001,1066259,370414,133,2010010662591,42,101,410942,1,1,132,1,27,1,1,100,0,0,7,71,1,10,2,22,3420,5417,31000,31000,315,48,6,113,2,42,101,60,30
2010,201001,1066259,370414,133,2010010662591,42,101,410942,1,2,121,2,26,1,1,100,0,0,11,115,1,10,2,23,3250,54194,14500,13000,315,78,6,113,2,42,101,60,25
2010,201001,1066808,384470,169,2010010668081,42,101,410942,1,1,169,2,51,6,1,100,0,0,11,114,1,10,2,22,1020,5111Z,96000,94000,501,65,34,5,4,42,101,60,40
2010,201001,1066838,385346,409,2010010668381,42,101,410942,1,1,408,2,28,6,1,100,0,0,11,114,1,10,2,23,2200,611M1,12010,12000,106,84,51,0,4,42,101,32,30
2010,201001,1066991,389369,118,2010010669911,42,101,410942,4,1,118,1,19,6,2,200,0,0,6,65,1,10,2,23,4020,6242,14100,14100,125,15,34,0,4,42,101,80,0
2010,201001,1067272,395807,262,2010010672721,42,101,410342,1,2,490,2,37,4,7,700,2,200,0,2,1,10,2,22,4230,5613,9000,9000,311,10,36,47,3,42,101,32,45
2010,201001,1067272,395807,262,2010010672721,42,101,410342,1,3,285,1,16,6,7,700,2,200,2,26,1,10,1,13,9610,811192,10000,0,311,8,36,47,3,42,101,80,0
2010,201001,1067865,408555,135,2010010678651,42,101,410342,1,3,241,2,32,1,1,100,0,0,10,101,1,10,2,22,5120,3231,26000,26000,447,51,34,17,2,36,61,37,151
2010,201001,1068082,413728,127,2010010680821,42,101,410142,1,2,169,1,30,6,1,100,0,0,10,101,1,10,2,22,520,4431M,26000,26000,231,72,17,31,2,42,101,32,15
2010,201001,1068458,422539,105,2010010684581,42,101,411042,1,2,198,2,29,3,1,100,0,0,10,101,1,10,2,27,2320,6111,52000,52000,425,72,34,0,4,34,11,10,45
2010,201001,1068990,434444,198,2010010689901,42,101,410642,1,2,150,2,39,6,1,100,0,0,11,114,1,10,2,22,2830,5111Z,89000,89000,501,82,36,47,3,42,101,80,0
2010,201001,1069857,455764,109,2010010698571,42,101,410942,1,1,109,2,27,1,1,100,0,0,11,115,1,10,2,22,1820,622,45000,45000,501,81,18,0,4,42,101,36,30
